uniqueid,age_band,gender,culp_planning,culp_forcethreat,culp_role,culp_other_sophisticated,culp_other_usedchild,culp_other_banning,culp_other_involveothers,culp_other_coerced,culp_other_disorder,value_goods,harm_emotional,harm_injury,harm_damage,harm_effect,harm_otherfactors,culpability_category,harm_category,starting_point,agg_precons,agg_precons_amount,agg_attemptstoconceal,agg_failuretocomply,agg_bail,agg_TICs,agg_widerimpact,agg_prevalence,agg_professional,agg_stealing,agg_otherfactors,mit_age,mit_character,mit_convictions,mit_finhardship,mit_steps,mit_disorder,mit_remorse,mit_return,mit_condition,mit_carer,mit_otherfactors,outcome_before_GP,GP_entered,GP_firstopportunity,GP_when,GP_fewerrequirements,GP_reduction,GP_percentreduction,GP_droppedthreshold,outcome,outcome_custody_measure,outcome_custody_length,outcome_custody_years,outcome_suspension_years,totality_adjustment
POST1062,40 to 49,Female,Little or no planning,Unknown/Missing,Lone,0,0,0,0,0,0,£501-£1000,0,0,0,0,0,C - Lesser,Category 2,Fine band B,No,Not applicable,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,Unknown/Missing,Yes,Yes,First hearing,0,0,,0,Immediate Custody,days,1,0.003,,No
POST1063,22 to 29,Male,Some planning,None,Leading,0,0,0,0,0,0,£11-£50,0,0,0,1,0,C - Lesser,Category 3,Fine (no band),Yes,20 or more,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band A,Yes,Yes,First hearing,0,0,,1,Other,,,,,Unknown/Missing
POST1064,30 to 39,Male,Little or no planning,Unknown/Missing,Lone,0,0,0,0,0,0,£51-£100,0,0,0,0,0,Unknown/Missing,Unknown/Missing,Unknown/Missing,Yes,Unknown/Missing,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band A,Yes,Yes,First hearing,0,0,,1,Conditional discharge,,,,,Unknown/Missing
POST1065,40 to 49,Male,Little or no planning,Unknown/Missing,Lone,0,0,0,0,0,0,£51-£100,0,0,0,0,0,C - Lesser,Category 3,Unknown/Missing,No,Not applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band A,Yes,Unknown/Missing,Subsequent hearing,0,1,33,0,Fine band A,,,,,Yes
POST1066,18 to 21,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£101-£200,0,0,0,1,0,C - Lesser,Category 3,Community Order - Low,Yes,4 to 9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Community Order - Medium,Yes,Yes,First hearing,0,1,33,0,Community Order - Medium,,,,,Yes
POST1067,30 to 39,Male,Little or no planning,None,Lone,0,0,1,0,0,0,£51-£100,0,0,0,0,0,B - Medium,Category 3,Unknown/Missing,Yes,20 or more,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Community Order - Low,Yes,Yes,First hearing,0,1,33,0,Immediate Custody,weeks,16,0.31,,Yes
POST1068,40 to 49,Male,Some planning,None,Lone,0,0,0,0,0,0,£201-£500,0,0,0,1,0,B - Medium,Category 3,Unknown/Missing,Yes,10 to 19,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Fine band C,Yes,Yes,First hearing,1,1,33,0,Community Order - Medium,,,,,Yes
POST1069,30 to 39,Male,Little or no planning,None,Significant,0,0,0,0,0,0,£101-£200,0,0,0,0,0,C - Lesser,Category 3,Unknown/Missing,Yes,10 to 19,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Community Order - Low,Yes,No,First hearing,1,0,,0,Community Order - Low,,,,,Yes
POST1070,30 to 39,Male,Little or no planning,None,Significant,0,0,0,0,0,0,£101-£200,0,0,0,0,0,C - Lesser,Category 3,Unknown/Missing,Yes,1 to 3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Fine band B,Yes,No,First hearing,0,0,,1,Conditional discharge,,,,,Yes
POST1071,40 to 49,Female,Unknown/Missing,Unknown/Missing,Lone,0,0,0,0,0,0,£51-£100,0,0,0,1,0,C - Lesser,Category 3,Fine band A,Yes,20 or more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Fine band A,Yes,Yes,First hearing,0,1,33,0,Other,,,,,Yes
POST1072,22 to 29,Male,Little or no planning,None,Leading,0,0,0,0,0,1,£101-£200,0,0,0,0,0,B - Medium,Category 2,Custody,Yes,20 or more,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Unknown/Missing,Yes,Yes,First hearing,0,1,30,0,Unknown/Missing,,,,,Yes
POST1073,50 to 59,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Unknown/Missing,Yes,10 to 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band B,Yes,Unknown/Missing,Unknown/Missing,0,1,33,0,Immediate Custody,days,1,0.003,,No
POST1074,22 to 29,Male,Little or no planning,Limited or low level,Lone,0,0,0,0,0,0,£101-£200,0,0,0,0,0,C - Lesser,Category 3,Unknown/Missing,Yes,4 to 9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band A,Yes,Yes,Unknown/Missing,0,1,Unknown,0,Fine band A,,,,,No
POST1075,22 to 29,Male,Some planning,None,Leading,0,0,0,0,0,0,£201-£500,0,0,0,1,0,B - Medium,Category 2,Community Order - Low,Yes,1 to 3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Community Order - Medium,Yes,Yes,First hearing,0,1,Unknown,0,Community Order - Low,,,,,No
POST1076,22 to 29,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,0,1,B - Medium,Category 3,Fine band C,Yes,20 or more,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Fine band B,Yes,Yes,First hearing,0,0,,1,Fine band A,,,,,Unknown/Missing
POST1077,Unknown/Missing,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,1,0,B - Medium,Category 3,Fine band C,Yes,Unknown/Missing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band C,Yes,Yes,First hearing,0,0,,0,Fine band C,,,,,Unknown/Missing
POST1078,40 to 49,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,1,0,C - Lesser,Category 3,Fine (no band),Yes,Unknown/Missing,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Immediate Custody,Yes,Yes,First hearing,0,1,33,0,Immediate Custody,days,1,0.003,,Yes
POST1079,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,A - High,Category 3,Community Order - High,Yes,10 to 19,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Immediate Custody,Yes,Yes,First hearing,0,0,,1,Immediate Custody,days,1,0.003,,Yes
POST1080,40 to 49,Male,Little or no planning,None,Leading,0,0,0,0,0,0,£201-£500,0,0,0,1,0,A - High,Category 2,Fine (no band),Yes,20 or more,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Suspended sentence order,Yes,Yes,First hearing,0,1,33,0,Suspended sentence order,weeks,12,0.23,1,Yes
POST1081,22 to 29,Female,Little or no planning,None,Unknown/Missing,0,0,0,0,0,0,£51-£100,0,0,0,1,0,C - Lesser,Category 3,Unknown/Missing,Yes,1 to 3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown/Missing,Yes,Yes,First hearing,0,0,,0,Unknown/Missing,,,,,Unknown/Missing
POST1082,22 to 29,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,1,1,C - Lesser,Category 3,Fine band A,Yes,1 to 3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Unknown/Missing,Yes,Unknown/Missing,Unknown/Missing,0,0,,0,Community Order - Medium,,,,,Unknown/Missing
POST1083,40 to 49,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,1,0,C - Lesser,Category 3,Fine band A,No,Not applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown/Missing,Yes,Unknown/Missing,First hearing,0,0,,0,Immediate Custody,days,1,0.003,,Yes
POST1084,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,Up to £10,0,0,0,1,0,A - High,Category 2,Unknown/Missing,Yes,10 to 19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band C,Yes,Yes,First hearing,0,0,,0,Unknown/Missing,,,,,Yes
POST1085,50 to 59,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,1,0,C - Lesser,Category 3,Unknown/Missing,Yes,10 to 19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Fine band B,Yes,Yes,First hearing,1,0,,0,Community Order - Low,,,,,Unknown/Missing
POST1086,40 to 49,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Fine band A,Yes,1 to 3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Immediate Custody,Yes,Yes,First hearing,0,1,33,0,Immediate Custody,weeks,2,0.04,,Unknown/Missing
POST1087,22 to 29,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£501-£1000,0,0,0,0,0,B - Medium,Category 2,Unknown/Missing,Yes,10 to 19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Immediate Custody,Yes,Yes,First hearing,0,1,30,0,Unknown/Missing,,,,,Yes
POST1088,50 to 59,Male,Some planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Unknown/Missing,Yes,Unknown/Missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Community Order - Low,Yes,Yes,First hearing,0,0,,1,Community Order - Low,,,,,Yes
POST1089,40 to 49,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£101-£200,0,0,0,0,0,C - Lesser,Category 3,Absolute discharge,Yes,Unknown/Missing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Fine band A,Yes,Unknown/Missing,First hearing,0,0,,0,Conditional discharge,,,,,Yes
POST1090,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£201-£500,0,0,0,0,0,C - Lesser,Category 3,Fine (no band),Yes,4 to 9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Fine band B,Yes,Yes,First hearing,0,1,33,0,Unknown/Missing,,,,,Unknown/Missing
POST1091,40 to 49,Male,Little or no planning,None,Lone,0,0,0,0,0,1,£11-£50,0,0,0,1,0,C - Lesser,Category 3,Unknown/Missing,Yes,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Fine band A,Yes,Yes,First hearing,0,1,Unknown,0,Conditional discharge,,,,,Unknown/Missing
POST1092,30 to 39,Female,Some planning,None,Lone,0,0,0,0,0,0,£201-£500,0,0,0,0,0,B - Medium,Category 2,Community Order - Low,Yes,10 to 19,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Immediate Custody,Yes,Yes,First hearing,0,1,33,0,Unknown/Missing,,,,,No
POST1093,40 to 49,Male,Some planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,0,0,B - Medium,Category 2,Community Order - Low,Yes,10 to 19,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Immediate Custody,Yes,Yes,First hearing,0,1,33,0,Unknown/Missing,,,,,No
POST1094,22 to 29,Female,Little or no planning,None,Leading,0,0,0,0,0,0,£101-£200,0,0,0,1,0,A - High,Category 3,Fine (no band),Yes,20 or more,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown/Missing,Yes,Yes,First hearing,0,1,33,0,Immediate Custody,weeks,12,0.23,,Unknown/Missing
POST1095,22 to 29,Male,Some planning,None,Significant,1,0,0,0,0,0,£501-£1000,0,0,1,0,0,B - Medium,Category 1,Community Order - Low,No,Not applicable,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,Community Order - Medium,Yes,Yes,First hearing,1,1,33,0,Community Order - Medium,,,,,Unknown/Missing
POST1096,30 to 39,Male,Some planning,None,Significant,1,0,0,0,0,0,£501-£1000,0,0,1,0,0,B - Medium,Category 1,Unknown/Missing,No,Not applicable,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,Community Order - Medium,Yes,Yes,First hearing,0,1,33,0,Community Order - Medium,,,,,Unknown/Missing
POST1097,22 to 29,Male,Some planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,0,0,Unknown/Missing,Category 3,Fine band A,Yes,Unknown/Missing,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Fine band A,Yes,Yes,First hearing,0,1,Unknown,0,Fine band A,,,,,Yes
POST1098,40 to 49,Male,Little or no planning,None,Unknown/Missing,0,0,0,0,0,0,£51-£100,0,0,0,0,0,C - Lesser,Category 3,Unknown/Missing,Yes,None,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Fine band A,Yes,Unknown/Missing,First hearing,0,0,,1,Conditional discharge,,,,,No
POST1099,40 to 49,Male,Little or no planning,None,Limited,0,0,0,0,0,0,£51-£100,0,0,0,1,0,C - Lesser,Category 3,Unknown/Missing,Yes,Unknown/Missing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Discharge,Yes,Yes,First hearing,0,0,,1,Conditional discharge,,,,,Unknown/Missing
POST1100,30 to 39,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,0,0,C - Lesser,Category 3,Unknown/Missing,Yes,1 to 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fine band B,Yes,Yes,First hearing,0,0,,1,Conditional discharge,,,,,Unknown/Missing
POST1101,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£101-£200,0,0,0,1,0,Unknown/Missing,Unknown/Missing,Unknown/Missing,Yes,1 to 3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown/Missing,Yes,Unknown/Missing,Unknown/Missing,0,1,Unknown,0,Immediate Custody,weeks,12,0.23,,Yes
POST1102,22 to 29,Male,Some planning,None,Leading,0,0,0,0,0,0,£101-£200,0,0,0,1,0,A - High,Category 3,Unknown/Missing,Yes,10 to 19,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Unknown/Missing,Yes,Yes,First hearing,0,1,33,0,Unknown/Missing,,,,,No
POST1103,50 to 59,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,0,0,Unknown/Missing,Unknown/Missing,Fine (no band),Yes,20 or more,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Unknown/Missing,Yes,Yes,First hearing,0,0,,0,Unknown/Missing,,,,,No
POST1104,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 1,Fine band B,Yes,20 or more,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Discharge,Yes,Yes,First hearing,0,0,,0,Conditional discharge,,,,,Unknown/Missing
POST1105,30 to 39,Male,High level of planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,1,0,C - Lesser,Category 3,Unknown/Missing,Yes,20 or more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band B,Yes,Yes,Unknown/Missing,0,1,33,0,Immediate Custody,weeks,4,0.08,,Yes
POST1106,22 to 29,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Fine (no band),Yes,1 to 3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Unknown/Missing,Yes,Yes,First hearing,0,0,,1,Unknown/Missing,,,,,No
POST1107,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,0,0,A - High,Category 1,Fine band B,Yes,1 to 3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,Discharge,Yes,Yes,First hearing,0,0,,0,Conditional discharge,,,,,Unknown/Missing
POST1108,40 to 49,Male,Some planning,Limited or low level,Lone,0,0,0,0,0,0,£101-£200,0,0,0,1,0,C - Lesser,Unknown/Missing,Fine band B,Yes,20 or more,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Discharge,Yes,Yes,First hearing,0,0,,0,Conditional discharge,,,,,Yes
POST1109,30 to 39,Male,Some planning,Unknown/Missing,Lone,0,0,0,0,0,0,£101-£200,0,0,0,0,0,Unknown/Missing,Unknown/Missing,Community Order - Low,Yes,20 or more,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Immediate Custody,Yes,Yes,Unknown/Missing,0,0,,0,Immediate Custody,weeks,12,0.23,,Yes
POST1110,30 to 39,Male,Some planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,1,0,B - Medium,Category 3,Fine band B,No,Not applicable,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Fine band B,Yes,Yes,First hearing,0,1,33,0,Fine band B,,,,,Unknown/Missing
POST1111,30 to 39,Male,Some planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,1,0,C - Lesser,Category 2,Community Order (no level),Yes,20 or more,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Community Order - Low,Yes,Yes,First hearing,0,0,,0,Immediate Custody,days,1,0.003,,Yes
POST1112,18 to 21,Male,Some planning,None,Lone,0,0,0,0,0,0,£101-£200,0,0,0,0,0,B - Medium,Category 3,Fine band C,Yes,1 to 3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,Community Order - Low,Yes,Yes,First hearing,0,1,30,0,Community Order - Low,,,,,Yes
POST1113,30 to 39,Male,Some planning,None,Leading,0,0,0,1,0,0,£501-£1000,0,0,0,1,0,A - High,Unknown/Missing,Unknown/Missing,No,Not applicable,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Fine band B,Yes,Yes,First hearing,0,1,Unknown,0,Fine band B,,,,,Unknown/Missing
POST1114,40 to 49,Male,Some planning,None,Leading,1,0,0,0,0,0,£201-£500,0,0,0,1,0,B - Medium,Category 2,Community Order - Low,No,Not applicable,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Fine band C,Yes,Unknown/Missing,First hearing,0,1,Unknown,0,Fine band B,,,,,Unknown/Missing
POST1115,50 to 59,Male,Some planning,None,Significant,0,0,0,0,0,0,£201-£500,0,0,0,1,0,B - Medium,Category 2,Fine band C,Unknown/Missing,Unknown/Missing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band C,Yes,Yes,First hearing,0,1,33,0,Fine band C,,,,,No
POST1116,40 to 49,Male,Little or no planning,Unknown/Missing,Unknown/Missing,0,0,0,0,0,0,£51-£100,0,0,0,1,0,C - Lesser,Category 3,Fine band A,Unknown/Missing,Unknown/Missing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band A,Yes,Yes,First hearing,0,1,Unknown,0,Fine band A,,,,,Unknown/Missing
POST1117,30 to 39,Male,Some planning,None,Leading,0,0,0,0,0,0,£501-£1000,0,0,0,1,0,A - High,Category 2,Unknown/Missing,Yes,10 to 19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Suspended sentence order,Yes,Yes,First hearing,0,1,Unknown,0,Suspended sentence order,,,,,Yes
POST1118,22 to 29,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,0,0,C - Lesser,Category 3,Fine band B,Yes,10 to 19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Fine band B,Yes,Yes,First hearing,0,1,33,0,Fine band B,,,,,Unknown/Missing
POST1119,30 to 39,Female,High level of planning,None,Leading,0,0,0,0,0,0,£51-£100,0,0,0,1,0,A - High,Category 3,Unknown/Missing,Yes,20 or more,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown/Missing,Yes,Yes,First hearing,0,1,Unknown,0,Immediate Custody,weeks,3,0.06,,Unknown/Missing
POST1120,18 to 21,Female,Some planning,None,Leading,0,0,0,0,0,0,£11-£50,0,0,0,1,0,C - Lesser,Category 3,Unknown/Missing,Yes,1 to 3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Community Order - Low,Yes,Yes,First hearing,0,1,Unknown,0,Community Order - Medium,,,,,Yes
POST1121,18 to 21,Female,Some planning,None,Leading,0,1,0,0,0,0,£201-£500,0,0,0,1,0,B - Medium,Unknown/Missing,Unknown/Missing,Yes,10 to 19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Discharge,Yes,No,First hearing,0,0,,0,Conditional discharge,,,,,Unknown/Missing
POST1122,30 to 39,Male,High level of planning,High or significant level,Unknown/Missing,0,0,0,0,0,0,£11-£50,1,0,0,0,0,A - High,Unknown/Missing,Unknown/Missing,Yes,20 or more,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Immediate Custody,Yes,Unknown/Missing,First hearing,0,0,,0,Suspended sentence order,days,4,0.01,1,Unknown/Missing
POST1123,30 to 39,Female,Some planning,High or significant level,Leading,0,0,0,0,0,0,£11-£50,1,0,0,1,0,A - High,Unknown/Missing,Unknown/Missing,Yes,20 or more,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Immediate Custody,Yes,Yes,First hearing,1,0,,0,Community Order - Medium,,,,,Unknown/Missing
POST1124,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,1,£51-£100,0,0,0,1,0,C - Lesser,Category 3,Fine band A,Yes,4 to 9,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Suspended sentence order,Yes,Yes,First hearing,0,1,33,0,Suspended sentence order,weeks,6,0.12,1,Unknown/Missing
POST1125,30 to 39,Male,High level of planning,High or significant level,Leading,0,0,0,0,0,0,£51-£100,0,1,0,1,0,A - High,Category 2,Unknown/Missing,Yes,20 or more,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown/Missing,Yes,Yes,First hearing,0,1,Unknown,0,Immediate Custody,weeks,3,0.06,,Unknown/Missing
POST1126,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£201-£500,0,0,0,0,1,C - Lesser,Category 1,Fine (no band),Yes,20 or more,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Immediate Custody,Yes,Yes,Unknown/Missing,0,1,30,0,Suspended sentence order,weeks,12,0.23,1,Unknown/Missing
POST1127,30 to 39,Female,Little or no planning,Unknown/Missing,Lone,0,0,0,0,0,0,£51-£100,0,0,0,0,0,C - Lesser,Category 3,Absolute discharge,No,Not applicable,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Discharge,Yes,Yes,Day of trial,0,1,33,0,Conditional discharge,,,,,Unknown/Missing
POST1128,30 to 39,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Fine (no band),Yes,1 to 3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Fine band B,Yes,Yes,First hearing,0,1,33,0,Fine band A,,,,,Unknown/Missing
POST1129,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Unknown/Missing,Yes,10 to 19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Immediate Custody,Yes,Yes,First hearing,0,1,33,0,Immediate Custody,weeks,6,0.12,,No
POST1130,Unknown/Missing,Male,Little or no planning,None,Lone,0,0,0,0,0,0,Up to £10,0,0,0,1,0,C - Lesser,Category 3,Fine band B,Unknown/Missing,Unknown/Missing,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Fine band B,Yes,Yes,First hearing,0,1,Unknown,0,Other,,,,,Yes
POST1131,22 to 29,Male,Some planning,None,Lone,0,0,0,0,0,0,More than £1000,0,0,0,0,1,B - Medium,Category 1,Community Order - Medium,No,Not applicable,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,Suspended sentence order,Yes,Yes,First hearing,0,1,Unknown,0,Suspended sentence order,weeks,4,0.08,1,Yes
POST1132,Unknown/Missing,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,0,1,C - Lesser,Category 3,Absolute discharge,Yes,20 or more,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Fine band A,Yes,Unknown/Missing,First hearing,0,1,33,0,Unknown/Missing,,,,,Unknown/Missing
POST1133,Unknown/Missing,Female,Little or no planning,None,Leading,0,0,0,0,0,0,£501-£1000,0,0,0,0,1,C - Lesser,Category 3,Unknown/Missing,Yes,20 or more,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Suspended sentence order,Yes,Yes,First hearing,0,1,33,0,Immediate Custody,weeks,8,0.15,,Yes
POST1134,Unknown/Missing,Male,Some planning,None,Leading,0,0,0,0,0,0,£201-£500,0,0,0,0,1,C - Lesser,Category 2,Unknown/Missing,Yes,10 to 19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Discharge,Yes,Unknown/Missing,First hearing,0,1,33,1,Conditional discharge,,,,,Yes
POST1135,Unknown/Missing,Female,Unknown/Missing,None,Significant,0,0,0,0,0,0,£201-£500,0,0,0,0,1,C - Lesser,Category 2,Unknown/Missing,Yes,10 to 19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Discharge,Yes,Unknown/Missing,First hearing,0,0,,1,Conditional discharge,,,,,No
POST1136,22 to 29,Female,Unknown/Missing,Unknown/Missing,Lone,0,0,0,0,0,0,£51-£100,0,0,1,0,1,C - Lesser,Category 3,Absolute discharge,Yes,20 or more,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Fine band A,Yes,Unknown/Missing,First hearing,0,1,33,0,Suspended sentence order,weeks,8,0.15,1,No
POST1137,18 to 21,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,0,0,C - Lesser,Category 3,Fine band A,Yes,10 to 19,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,Fine band A,Yes,Yes,First hearing,0,1,33,0,Fine band A,,,,,Unknown/Missing
POST1138,Unknown/Missing,Female,Some planning,Unknown/Missing,Significant,0,0,0,0,0,0,£501-£1000,0,0,0,0,1,B - Medium,Category 2,Unknown/Missing,Yes,10 to 19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Community Order - Medium,Yes,Unknown/Missing,First hearing,0,1,33,1,Conditional discharge,,,,,Unknown/Missing
